"Goal","Target","IndicatorRef","IndicatorId","IndicatorDescription","SeriesCode","SeriesType","SeriesDescription","ParentCountryOrAreaCode","CountryOrAreaCode","CountryOrAreaName","LDC","LLDC","SIDS","Frequency","SourceType","AgeGroup","Location","Sex","Value type","Unit","UnitMultiplier","Y2000","Y2000FN","Y2001","Y2001FN","Y2002","Y2002FN","Y2003","Y2003FN","Y2004","Y2004FN","Y2005","Y2005FN","Y2006","Y2006FN","Y2007","Y2007FN","Y2008","Y2008FN","Y2009","Y2009FN","Y2010","Y2010FN","Y2011","Y2011FN","Y2012","Y2012FN","Y2013","Y2013FN","Y2014","Y2014FN","Y2015","Y2015FN"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_SA","NAM","Namibia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","76.14","C, 2, 197","","","","","","","78.00","C, 6, 101","","","","","","","","","","","67.81","E, 12, 198","82.00","C, 13, 102","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_SA","ZAF","South Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","66.00","E, 2, 199","55.00","C, 3, 103","","","","","","","54.00","C, 7, 200","","","","","","","","","70.65","C, 12, 201","","","","","","","71.00","C, 16, 202"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_SA","SWZ","Swaziland","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","102.80","C, 1, 203","","","","","","","","","111.00","C, 6, 104","","","","","","","88.63","C, 10, 105","","","","","","","87.00","C, 14, 106","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_AFR_SSA","M49_AFR_WA","Western Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","135.50","1, 131","","","","","","","","","129.30","6, 131","","","","","","","","","123.30","11, 131","","","","","","","","","115.30","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","BEN","Benin","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","109.00","C, 1, 107","87.10","C, 2, 204","","","","","","","112.00","C, 6, 108","","","","","","","","","94.00","C, 11, 109","","","","","","","94.00","C, 15, 110","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","119.00","C, 3, 111","","","","","","","","","","","","","130.00","C, 10, 112","","","","","","","132.00","C, 14, 205","122.00","C, 15, 113","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","CPV","Cabo Verde","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","92.00","C, 1, 206","","","","","92.00","C, 4, 114","90.00","C, 5, 114","","","","","","","","","","","80.00","C, 11, 132","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","135.96","E, 1, 164","135.29","E, 2, 164","134.28","E, 3, 164","133.27","E, 4, 164","132.42","E, 5, 164","131.44","E, 6, 164","130.27","E, 7, 164","129.10","E, 8, 164","128.09","E, 9, 164","127.43","E, 10, 164","127.22","E, 11, 164","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","GHA","Ghana","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","56.10","C, 1, 207","","","74.00","C, 3, 115","","","","","","","84.11","C, 7, 208","66.00","C, 8, 116","","","","","","","60.00","C, 12, 117","64.00","C, 13, 118","65.00","C, 14, 209","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","LBR","Liberia","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","141.00","C, 6, 119","","","177.00","C, 8, 210","","","","","151.00","C, 11, 211","149.00","C, 12, 120","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","MLI","Mali","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","188.00","C, 6, 121","","","","","","","","","","","172.00","C, 12, 122","","","","","174.00","C, 15, 212","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","152.54","C, 1, 213","","","","","","","199.00","C, 5, 123","","","","","","","","","","","206.00","C, 11, 124","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_WA","NGA","Nigeria","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","118.00","E, 1, 214","126.00","C, 2, 125","","","","","","","","","","","121.00","C, 8, 126","","","134.00","C, 10, 215","113.00","C, 11, 127","122.00","C, 12, 216","","","","","145.00","C, 15, 217","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_WORLD","M49_OCE","Oceania","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","34.00","1, 131","","","","","","","","","32.40","6, 131","","","","","","","","","31.00","11, 131","","","","","","","","","28.70","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE","MDG_OCE","Oceania (excluding Australia and New Zealand)","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","60.60","1, 131","","","","","","","","","57.20","6, 131","","","","","","","","","53.60","11, 131","","","","","","","","","49.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_OCE","M49_OCE_MEL","Melanesia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","62.70","1, 131","","","","","","","","","59.90","6, 131","","","","","","","","","56.40","11, 131","","","","","","","","","52.60","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MEL","FJI","Fiji","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","34.80","C, 3, 132","","","31.01","CA, 5, 136","","","","","","","27.52","CA, 9, 136","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MEL","NCL","New Caledonia","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","28.72","CA, 1, 134","26.30","CA, 2, 134","24.21","CA, 3, 134","20.40","CA, 4, 134","","","23.46","CA, 6, 134","22.38","CA, 7, 134","21.63","CA, 8, 134","","","","","23.20","CA, 11, 134","","","22.96","CA, 13, 134","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MEL","SLB","Solomon Islands","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","82.00","C, 1, 128","","","","","","","70.00","C, 5, 128","70.00","C, 6, 128","","","","","62.00","C, 9, 218","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MEL","VUT","Vanuatu","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","65.60","C, 10, 219","","","78.00","C, 12, 129","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_OCE","M49_OCE_MIC","Micronesia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","51.90","1, 131","","","","","","","","","39.80","6, 131","","","","","","","","","32.00","11, 131","","","","","","","","","27.00","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MIC","GUM","Guam","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","57.14","CA, 2, 136","54.68","CA, 3, 136","54.99","CA, 4, 136","53.72","CA, 5, 136","","","","","","","","","","","60.10","C, 11, 132","62.10","C, 12, 132","54.70","C, 13, 132","54.10","C, 14, 132","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MIC","KIR","Kiribati","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","42.00","C, 1, 220","","","","","","","","","39.00","C, 6, 221","","","","","","","","","49.90","C, 11, 222","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MIC","MHL","Marshall Islands","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","127.00","C, 6, 130","","","","","","","","","","","82.20","C, 12, 223","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_MIC","FSM","Micronesia (Federated States of)","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","57.90","CA, 1, 136","","","42.33","CA, 3, 136","51.99","CA, 4, 136","","","","","","","50.00","C, 8, 224","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_OCE","M49_OCE_POL","Polynesia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","41.90","1, 131","","","","","","","","","36.50","6, 131","","","","","","","","","31.70","11, 131","","","","","","","","","27.20","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE_POL","TKL","Tokelau","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","","","","","","","","","29.80","C, 10, 225","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_OCE","SDG_OCE_ANZ","Australia and New Zealand","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","20.00","1, 131","","","","","","","","","19.10","6, 131","","","","","","","","","18.40","11, 131","","","","","","","","","15.80","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_OCE_ANZ","AUS","Australia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","17.83","CA, 1, 136","17.83","CA, 2, 136","17.28","CA, 3, 136","16.12","CA, 4, 136","16.07","CA, 5, 136","15.80","CA, 6, 136","15.15","CA, 7, 136","15.70","CA, 8, 136","17.10","CA, 9, 136","16.76","CA, 10, 136","15.72","CA, 11, 136","15.59","CA, 12, 136","15.59","CA, 13, 136","14.18","CA, 14, 136","12.61","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_OCE_ANZ","NZL","New Zealand","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","27.94","CA, 1, 136","26.95","CA, 2, 136","25.27","CA, 3, 136","25.86","CA, 4, 136","27.08","CA, 5, 136","27.22","CA, 6, 136","28.38","CA, 7, 136","31.67","CA, 8, 136","33.19","CA, 9, 136","29.60","CA, 10, 136","28.92","CA, 11, 136","25.57","CA, 12, 136","24.37","CA, 13, 136","21.46","CA, 14, 136","19.14","CA, 15, 136","18.95","CA, 16, 136"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","","MDG_LLDC","Landlocked developing countries","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","110.50","1, 131","","","","","","","","","100.00","6, 131","","","","","","","","","90.60","11, 131","","","","","","","","","80.20","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","","MDG_LDC","Least developed countries","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","120.70","1, 131","","","","","","","","","112.20","6, 131","","","","","","","","","102.20","11, 131","","","","","","","","","91.40","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","","MDG_SIDS","Small island developing States","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","69.00","1, 131","","","","","","","","","63.10","6, 131","","","","","","","","","58.40","11, 131","","","","","","","","","53.20","16, 131"
