"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_CA","KAZ","Kazakhstan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","71.76","C, 1, 7","88.03","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_CA","KAZ","Kazakhstan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","88.90","C, 2, 7","","","","","","","96.54","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_CA","KAZ","Kazakhstan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","87.22","C, 2, 7","","","","","","","96.41","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","71.51","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","72.83","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","70.41","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","AZE","Azerbaijan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","71.45","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","AZE","Azerbaijan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","72.63","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","AZE","Azerbaijan","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","70.38","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","KWT","Kuwait","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","24.58","C, 2, 7","","","","","","","32.04","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","KWT","Kuwait","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","34.89","C, 2, 7","","","","","","","34.29","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","KWT","Kuwait","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","71.51","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","TUR","Turkey","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","76.45","C, 2, 7","","","","","","","80.88","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","TUR","Turkey","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","78.19","C, 2, 7","","","","","","","82.04","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","TUR","Turkey","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","90.49","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARE","United Arab Emirates","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","93.24","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARE","United Arab Emirates","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","65.52","C, 2, 7","","","","","","","69.71","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_ASI_WA","ARE","United Arab Emirates","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","59.38","C, 2, 7","","","","","","","67.24","C, 6, 7"
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","BDI","Burundi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","82.30","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","BDI","Burundi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","86.70","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","BDI","Burundi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","92.00","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","KEN","Kenya","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","88.88","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","KEN","Kenya","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","89.67","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","KEN","Kenya","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","88.08","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MWI","Malawi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","40.07","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MWI","Malawi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","44.29","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MWI","Malawi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","35.66","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MOZ","Mozambique","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","66.90","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MOZ","Mozambique","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","70.40","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","MOZ","Mozambique","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","62.65","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","SYC","Seychelles","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","82.18","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","SYC","Seychelles","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","76.69","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","SYC","Seychelles","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","87.90","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","UGA","Uganda","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","59.49","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","UGA","Uganda","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","61.05","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","UGA","Uganda","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","57.96","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","TZA","United Republic of Tanzania","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","87.05","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","TZA","United Republic of Tanzania","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","89.57","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","TZA","United Republic of Tanzania","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","84.62","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZMB","Zambia","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","33.29","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZMB","Zambia","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","36.89","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZMB","Zambia","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","29.48","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZWE","Zimbabwe","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","71.76","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZWE","Zimbabwe","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","70.31","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_EA","ZWE","Zimbabwe","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","72.85","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","CMR","Cameroon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","35.40","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","CMR","Cameroon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","36.60","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","CMR","Cameroon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","34.40","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","TCD","Chad","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","21.80","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","TCD","Chad","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","19.10","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","TCD","Chad","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","13.90","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","COG","Congo","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","77.29","C, 1, 12","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","COG","Congo","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","","","","","","","","","27.40","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_MA","COG","Congo","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","","","","","","","","","30.60","C, 5, 12","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","77.29","C, 1, 10","60.65","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Percent","Units","79.75","C, 1, 10","56.26","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","74.79","C, 1, 10","64.78","C, 2, 7","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_SA","LSO","Lesotho","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","58.09","C, 1, 10","","","","","","","","","",""
"4","4.1","4.1.1","C040101","Proportion of children and young people: (a) in grades 2/3; (b) at the end of primary; and (c) at the end of lower secondary achieving at least a minimum proficiency level in (i) reading and (ii) mathematics, by sex","SE_PRM_MATH","SD","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics","M49_AFR_SA","LSO","Lesotho","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Percent","Units","57.32","C, 1, 10","","","","","","","","","",""
